Date,Open,High,Low,Close,Adj Close,Volume
2012-12-17,18.176071166992188,18.571428298950195,17.901071548461914,18.52964210510254,16.126562118530273,757607200
2012-12-18,18.75,19.10357093811035,18.58035659790039,19.06785774230957,16.59497833251953,625685200
2012-12-19,18.98107147216797,19.060714721679688,18.76785659790039,18.796785354614258,16.35905647277832,449369200
2012-12-20,18.928571701049805,18.935714721679688,18.531429290771484,18.633214950561523,16.216697692871094,481689600
2012-12-21,18.302499771118164,18.559642791748047,18.222856521606445,18.547500610351562,16.142099380493164,596268400
2012-12-24,18.58392906188965,18.723215103149414,18.52535629272461,18.577499389648438,16.1682071685791,175753200
2012-12-26,18.535715103149414,18.552143096923828,18.25428581237793,18.321428298950195,15.945353507995605,302436400
2012-12-27,18.340713500976562,18.4375,18.023571014404297,18.395000457763672,16.009374618530273,455120400
2012-12-28,18.22464370727539,18.374286651611328,18.14714241027832,18.199642181396484,15.839356422424316,354278400
2012-12-31,18.233213424682617,19.121429443359375,18.178571701049805,19.006071090698242,16.54120445251465,659492400
2013-01-02,19.779285430908203,19.821428298950195,19.343929290771484,19.608213424682617,17.06525230407715,560518000
2013-01-03,19.567142486572266,19.631071090698242,19.321428298950195,19.360713958740234,16.849853515625,352965200
2013-01-04,19.177499771118164,19.236785888671875,18.77964210510254,18.821428298950195,16.380502700805664,594333600
2013-01-07,18.64285659790039,18.90357208251953,18.399999618530273,18.71071434020996,16.28414535522461,484156400
2013-01-08,18.90035629272461,18.996070861816406,18.616071701049805,18.761072158813477,16.327978134155273,458707200
2013-01-09,18.660715103149414,18.750356674194336,18.42821502685547,18.467857360839844,16.072786331176758,407604400
2013-01-10,18.876785278320312,18.882856369018555,18.411428451538086,18.69678497314453,16.272029876708984,601146000
2013-01-11,18.60714340209961,18.761428833007812,18.536428451538086,18.582143783569336,16.172252655029297,350506800
2013-01-14,17.952857971191406,18.125,17.80392837524414,17.91964340209961,15.595674514770508,734207600
2013-01-15,17.796428680419922,17.82107162475586,17.26357078552246,17.354286193847656,15.103631973266602,876772400
2013-01-16,17.665714263916016,18.194286346435547,17.589284896850586,18.074642181396484,15.73056697845459,690804800
2013-01-17,18.225357055664062,18.241071701049805,17.929643630981445,17.952857971191406,15.624578475952148,453678400
2013-01-18,17.804285049438477,17.93642807006836,17.72857093811035,17.85714340209961,15.541274070739746,472922800
2013-01-22,18.020000457763672,18.13857078552246,17.736785888671875,18.02750015258789,15.689539909362793,461546400
2013-01-23,18.171785354614258,18.392499923706055,18.02750015258789,18.357500076293945,15.9767427444458,861509600
2013-01-24,16.428571701049805,16.633214950561523,16.08035659790039,16.089284896850586,14.002690315246582,1460852400
2013-01-25,16.131786346435547,16.293928146362305,15.535714149475098,15.710000038146973,13.672592163085938,1208026400
2013-01-28,15.636785507202148,16.186071395874023,15.566428184509277,16.065357208251953,13.981864929199219,785517600
2013-01-29,16.375,16.435714721679688,16.14714241027832,16.366785049438477,14.2441987991333,571158000
2013-01-30,16.321428298950195,16.52142906188965,16.23214340209961,16.315357208251953,14.199442863464355,417155200
2013-01-31,16.320714950561523,16.402856826782227,16.249286651611328,16.267499923706055,14.15778923034668,319334400
2013-02-01,16.396785736083984,16.40999984741211,16.012500762939453,16.200714111328125,14.099666595458984,539484400
2013-02-04,16.211071014404297,16.283571243286133,15.785714149475098,15.79714298248291,13.748432159423828,477117200
2013-02-05,15.858928680419922,16.41928482055664,15.793571472167969,16.351428985595703,14.230834007263184,573347600
2013-02-06,16.302499771118164,16.660715103149414,16.163572311401367,16.33392906188965,14.215604782104492,593706400
2013-02-07,16.54464340209961,16.785715103149414,16.218570709228516,16.722143173217773,14.638289451599121,704580800
2013-02-08,16.928571701049805,17.100357055664062,16.723215103149414,16.963571548461914,14.849627494812012,633158400
2013-02-11,17.01785659790039,17.319286346435547,16.901784896850586,17.140357971191406,15.004384994506836,517490400
2013-02-12,17.125356674194336,17.22785758972168,16.704999923706055,16.71071434020996,14.628279685974121,609053200
2013-02-13,16.686071395874023,16.915714263916016,16.54357147216797,16.67892837524414,14.600456237792969,475207600
2013-02-14,16.59000015258789,16.84428596496582,16.5721435546875,16.663928985595703,14.587326049804688,355275200
2013-02-15,16.74464225769043,16.79142951965332,16.42571449279785,16.43428611755371,14.386302947998047,391745200
2013-02-19,16.467857360839844,16.526071548461914,16.20892906188965,16.42821502685547,14.380988121032715,435783600
2013-02-20,16.346071243286133,16.346071243286133,16.02857208251953,16.030357360839844,14.032709121704102,476302400
2013-02-21,15.928571701049805,16.041786193847656,15.8149995803833,15.93071460723877,13.945484161376953,447182400
2013-02-22,16.04464340209961,16.128570556640625,15.949999809265137,16.100357055664062,14.093985557556152,330654800
2013-02-25,16.20892906188965,16.25428581237793,15.806071281433105,15.814285278320312,13.843562126159668,372579200
2013-02-26,15.850714683532715,16.126428604125977,15.630714416503906,16.034643173217773,14.036462783813477,501499600
2013-02-27,16.015357971191406,16.158571243286133,15.737500190734863,15.8774995803833,13.89890193939209,587350400
2013-02-28,15.858928680419922,15.995357513427734,15.764286041259766,15.764286041259766,13.799795150756836,322515200
2013-03-01,15.642857551574707,15.649285316467285,15.356428146362305,15.373929023742676,13.458081245422363,552448400
2013-03-04,15.278571128845215,15.29285717010498,14.964285850524902,15.001785278320312,13.13231372833252,582755600
2013-03-05,15.052857398986816,15.542499542236328,15.026785850524902,15.397856712341309,13.479028701782227,638433600
2013-03-06,15.518214225769043,15.544642448425293,15.158214569091797,15.202142715454102,13.307701110839844,460250000
2013-03-07,15.160714149475098,15.42892837524414,15.037857055664062,15.377857208251953,13.461522102355957,468473600
2013-03-08,15.350000381469727,15.551071166992188,15.307499885559082,15.418571472167969,13.497162818908691,391482000
2013-03-11,15.348214149475098,15.67892837524414,15.183571815490723,15.638214111328125,13.689431190490723,474236000
2013-03-12,15.557143211364746,15.674285888671875,15.270357131958008,15.301071166992188,13.394305229187012,465911600
2013-03-13,15.301785469055176,15.517857551574707,15.191428184509277,15.298213958740234,13.391803741455078,405549200
2013-03-14,15.45821475982666,15.522856712341309,15.373214721679688,15.446428298950195,13.521547317504883,303875600
2013-03-15,15.64035701751709,15.865357398986816,15.616071701049805,15.845000267028809,13.870450019836426,643960800
2013-03-18,15.766071319580078,16.33785629272461,15.757143020629883,16.275714874267578,14.247493743896484,606197200
2013-03-19,16.410715103149414,16.463214874267578,16.01785659790039,16.23178482055664,14.209033966064453,526775200
2013-03-20,16.336427688598633,16.343929290771484,16.056785583496094,16.145713806152344,14.13369083404541,308660800
2013-03-21,16.079286575317383,16.356428146362305,16.075000762939453,16.168928146362305,14.154010772705078,383255600
2013-03-22,16.235000610351562,16.503570556640625,16.1825008392334,16.49678611755371,14.441015243530273,395105200
2013-03-25,16.596071243286133,16.78392791748047,16.492143630981445,16.556428909301758,14.493219375610352,501135600
2013-03-26,16.62285804748535,16.637142181396484,16.447500228881836,16.46928596496582,14.416938781738281,294294000
2013-03-27,16.302143096923828,16.314285278320312,16.09749984741211,16.145713806152344,14.13369083404541,331237200
2013-03-28,16.065000534057617,16.136428833007812,15.77214241027832,15.809286117553711,13.83918571472168,442839600
2013-04-01,15.782142639160156,15.846428871154785,15.27642822265625,15.318214416503906,13.409314155578613,389732000
2013-04-02,15.271428108215332,15.647856712341309,15.228571891784668,15.349642753601074,13.436821937561035,529519200
2013-04-03,15.406071662902832,15.617142677307129,15.36821460723877,15.428214073181152,13.505603790283203,363216000
2013-04-04,15.49142837524414,15.535714149475098,15.1875,15.275713920593262,13.37210750579834,358447600
2013-04-05,15.160714149475098,15.176785469055176,14.988571166992188,15.114285469055176,13.23079776763916,383695200
2013-04-08,15.173213958740234,15.267857551574707,15.08892822265625,15.221785545349121,13.324901580810547,300829200
2013-04-09,15.227143287658691,15.303571701049805,15.098214149475098,15.249285697937012,13.348971366882324,306614000
2013-04-10,15.289285659790039,15.609285354614258,15.214642524719238,15.560357093811035,13.6212797164917,375928000
2013-04-11,15.489999771118164,15.642499923706055,15.399999618530273,15.511785507202148,13.578758239746094,328364400
2013-04-12,15.505356788635254,15.505356788635254,15.3246431350708,15.350000381469727,13.43713665008545,238613200
2013-04-15,15.25,15.28178596496582,14.983928680419922,14.994643211364746,13.126063346862793,317520000
2013-04-16,15.056071281433105,15.236071586608887,15.020357131958008,15.222857475280762,13.325838088989258,305771200
2013-04-17,15.009642601013184,15.021428108215332,14.21821403503418,14.385714530944824,12.593016624450684,945056000
2013-04-18,14.46392822265625,14.492500305175781,13.919285774230957,14.001785278320312,12.25693130493164,666299200
2013-04-19,13.856071472167969,14.271428108215332,13.753571510314941,13.947500228881836,12.209412574768066,609274400
2013-04-22,14.022856712341309,14.364285469055176,13.973928451538086,14.238214492797852,12.463897705078125,429920400
2013-04-23,14.428214073181152,14.585000038146973,14.24321460723877,14.504642486572266,12.697123527526855,664238400
2013-04-24,14.055000305175781,14.830357551574707,14.017857551574707,14.480713844299316,12.676178932189941,969651200
2013-04-25,14.686785697937012,14.783571243286133,14.535714149475098,14.585000038146973,12.76746940612793,384837600
2013-04-26,14.63607120513916,14.956071853637695,14.580357551574707,14.899999618530273,13.043214797973633,764097600
2013-04-29,15.016071319580078,15.486428260803223,15.0,15.361428260803223,13.44714069366455,640326400
2013-04-30,15.539285659790039,15.901785850524902,15.431071281433105,15.813570976257324,13.842937469482422,691538400
2013-05-01,15.873571395874023,15.89035701751709,15.513928413391113,15.688928604125977,13.733827590942383,506909200
2013-05-02,15.777856826782227,16.02107048034668,15.736785888671875,15.911428451538086,13.928600311279297,421828400
2013-05-03,16.118213653564453,16.186786651611328,16.04107093811035,16.070714950561523,14.068039894104004,361300800
2013-05-06,16.27535629272461,16.507143020629883,16.225357055664062,16.453927993774414,14.403498649597168,496641600
2013-05-07,16.60607147216797,16.633928298950195,16.203571319580078,16.380714416503906,14.339406967163086,483753200
2013-05-08,16.394285202026367,16.620357513427734,16.278928756713867,16.56571388244629,14.501352310180664,472598000
2013-05-09,16.421785354614258,16.535715103149414,16.270713806152344,16.313213348388672,14.37484073638916,398487600
2013-05-10,16.35607147216797,16.418214797973633,16.088571548461914,16.177499771118164,14.255253791809082,334852000
2013-05-13,16.125356674194336,16.35357093811035,16.125,16.24071502685547,14.310957908630371,316948800
2013-05-14,16.20892906188965,16.257143020629883,15.791071891784668,15.852143287658691,13.96855640411377,447118000
2013-05-15,15.684286117553711,15.75,15.084285736083984,15.316071510314941,13.49618148803711,741613600
2013-05-16,15.115714073181152,15.637499809265137,14.960714340209961,15.52071475982666,13.676508903503418,603204000
2013-05-17,15.680356979370117,15.717499732971191,15.393214225769043,15.47357177734375,13.634968757629395,427904400
2013-05-20,15.4253568649292,15.921428680419922,15.360713958740234,15.818928718566895,13.939287185668945,451578400
2013-05-21,15.648214340209961,15.90999984741211,15.507143020629883,15.702142715454102,13.83637809753418,456022000
2013-05-22,15.858928680419922,16.012500762939453,15.650713920593262,15.762499809265137,13.889566421508789,443038400
2013-05-23,15.569643020629883,15.934286117553711,15.563928604125977,15.790714263916016,13.914426803588867,353021200
2013-05-24,15.744643211364746,15.916428565979004,15.727143287658691,15.898214340209961,14.00915241241455,276166800
2013-05-28,16.06785774230957,16.11107063293457,15.744643211364746,15.765714645385742,13.892398834228516,386145200
2013-05-29,15.714285850524902,15.982142448425293,15.692856788635254,15.891071319580078,14.00285816192627,330576400
2013-05-30,15.916071891784668,16.23214340209961,15.875356674194336,16.127857208251953,14.211509704589844,353519600
2013-05-31,16.160715103149414,16.325000762939453,16.053571701049805,16.061786651611328,14.153287887573242,384302800
2013-06-03,16.09749984741211,16.15571403503418,15.802857398986816,16.097143173217773,14.184441566467285,372352400
2013-06-04,16.18642807006836,16.229642868041992,15.978214263916016,16.046785354614258,14.140069007873535,292728800
2013-06-05,15.916071891784668,16.097143173217773,15.846785545349121,15.896785736083984,14.007893562316895,290589600
2013-06-06,15.909643173217773,15.964285850524902,15.501785278320312,15.659285545349121,13.798614501953125,416934000
2013-06-07,15.589285850524902,15.829999923706055,15.456071853637695,15.778928756713867,13.904036521911621,404535600
2013-06-10,15.883213996887207,16.038572311401367,15.600000381469727,15.674642562866211,13.812149047851562,450153200
2013-06-11,15.562143325805664,15.812856674194336,15.475714683532715,15.628571510314941,13.771547317504883,286112400
2013-06-12,15.696428298950195,15.758928298950195,15.410714149475098,15.435357093811035,13.601295471191406,265227200
2013-06-13,15.446428298950195,15.612142562866211,15.3125,15.569999694824219,13.719938278198242,285832400
2013-06-14,15.550000190734863,15.581786155700684,15.303571701049805,15.358928680419922,13.533946990966797,271866000
2013-06-17,15.408571243286133,15.560714721679688,15.369999885559082,15.428571701049805,13.595314025878906,259414400
2013-06-18,15.412857055664062,15.532142639160156,15.364643096923828,15.420356750488281,13.588074684143066,195025600
2013-06-19,15.407142639160156,15.416428565979004,15.107142448425293,15.107142448425293,13.312078475952148,310940000
2013-06-20,14.975000381469727,15.213571548461914,14.827500343322754,14.8871431350708,13.118215560913086,357310800
2013-06-21,14.94607162475586,15.0,14.574999809265137,14.767857551574707,13.013108253479004,481118400
2013-06-24,14.550000190734863,14.595000267028809,14.216071128845215,14.376428604125977,12.668187141418457,480746000
2013-06-25,14.489285469055176,14.563928604125977,14.243928909301758,14.379642486572266,12.6710205078125,314162800
2013-06-26,14.425000190734863,14.456786155700684,14.130714416503906,14.216785430908203,12.52751636505127,367724000
2013-06-27,14.258928298950195,14.335356712341309,14.055000305175781,14.063570976257324,12.39250373840332,337246000
2013-06-28,13.977143287658691,14.295356750488281,13.888214111328125,14.161786079406738,12.479048728942871,578516400
2013-07-01,14.38178539276123,14.723928451538086,14.329285621643066,14.614999771118164,12.878412246704102,391053600
2013-07-02,14.64142894744873,15.05821418762207,14.623929023742676,14.94607162475586,13.170145034790039,469865200
2013-07-03,15.03071403503418,15.106428146362305,14.908928871154785,15.028571128845215,13.242841720581055,240928800
2013-07-05,15.013928413391113,15.117500305175781,14.833928108215332,14.907856941223145,13.13647174835205,274024800
